Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"WDC","WESTERN DIGITAL CORP","Information Technology","Equity","5,879,017.26","0.04","5,879,017.26","91,874.00","63.99","United States","NASDAQ","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","5,852,515.68","0.04","5,852,515.68","145,368.00","40.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","5,853,567.06","0.04","5,853,567.06","73,602.00","79.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","5,851,290.07","0.04","5,851,290.07","14,327.00","408.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","5,840,122.52","0.04","5,840,122.52","226,186.00","25.82","United States","NASDAQ","USD","1.00","USD","-"
"NTRA","NATERA INC","Health Care","Equity","5,810,860.24","0.04","5,810,860.24","34,396.00","168.94","United States","NASDAQ","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","5,757,348.50","0.04","5,757,348.50","18,325.00","314.18","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","5,698,515.42","0.04","5,698,515.42","12,181.00","467.82","United States","NASDAQ","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","5,684,655.60","0.04","5,684,655.60","53,352.00","106.55","United States","NASDAQ","USD","1.00","USD","-"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","5,681,914.77","0.04","5,681,914.77","85,713.00","66.29","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","5,647,804.84","0.04","5,647,804.84","53,554.00","105.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","5,631,168.20","0.04","5,631,168.20","34,615.00","162.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","5,618,269.44","0.04","5,618,269.44","238,872.00","23.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","5,609,352.00","0.04","5,609,352.00","58,128.00","96.50","United States","NASDAQ","USD","1.00","USD","-"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","5,599,753.44","0.04","5,599,753.44","101,298.00","55.28","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PINS","PINTEREST INC CLASS A","Communication","Equity","5,578,489.18","0.04","5,578,489.18","155,563.00","35.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","5,570,426.60","0.04","5,570,426.60","606,140.00","9.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","5,506,895.96","0.03","5,506,895.96","32,647.00","168.68","United States","NASDAQ","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","5,507,153.12","0.03","5,507,153.12","15,778.00","349.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","5,483,719.84","0.03","5,483,719.84","79,153.00","69.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","5,482,383.90","0.03","5,482,383.90","70,305.00","77.98","United States","NASDAQ","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","5,480,159.72","0.03","5,480,159.72","742.00","7,385.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DKNG","DRAFTKINGS INC CLASS A","Consumer Discretionary","Equity","5,460,583.24","0.03","5,460,583.24","127,316.00","42.89","United States","NASDAQ","USD","1.00","USD","-"
"TOST","TOAST INC CLASS A","Financials","Equity","5,410,776.43","0.03","5,410,776.43","122,167.00","44.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","5,409,235.58","0.03","5,409,235.58","31,387.00","172.34","United States","NASDAQ","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","5,329,132.80","0.03","5,329,132.80","33,780.00","157.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","5,319,864.80","0.03","5,319,864.80","162,191.00","32.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","5,308,357.37","0.03","5,308,357.37","166,877.00","31.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","5,293,570.29","0.03","5,293,570.29","5,011.00","1,056.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","5,246,273.78","0.03","5,246,273.78","29,206.00","179.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","5,240,392.80","0.03","5,240,392.80","101,558.00","51.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","5,240,503.52","0.03","5,240,503.52","52,913.00","99.04","United States","NASDAQ","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","5,207,110.00","0.03","5,207,110.00","116,360.00","44.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","5,176,987.20","0.03","5,176,987.20","64,680.00","80.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","5,140,327.50","0.03","5,140,327.50","19,866.00","258.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","5,125,570.38","0.03","5,125,570.38","31,374.00","163.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTNX","NUTANIX INC CLASS A","Information Technology","Equity","5,123,391.00","0.03","5,123,391.00","67,025.00","76.44","United States","NASDAQ","USD","1.00","USD","-"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","5,119,796.13","0.03","5,119,796.13","281,153.00","18.21","United States","NASDAQ","USD","1.00","USD","-"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","5,110,299.64","0.03","5,110,299.64","2,612.00","1,956.47","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","5,109,585.62","0.03","5,109,585.62","67,391.00","75.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBA","RB GLOBAL INC","Industrials","Equity","5,103,491.40","0.03","5,103,491.40","48,060.00","106.19","Canada","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GWRE","GUIDEWIRE SOFTWARE INC","Information Technology","Equity","5,100,082.45","0.03","5,100,082.45","21,661.00","235.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","5,070,401.76","0.03","5,070,401.76","9,456.00","536.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","5,058,306.51","0.03","5,058,306.51","9,913.00","510.27","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","5,040,821.76","0.03","5,040,821.76","100,978.00","49.92","United States","NASDAQ","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","5,010,066.64","0.03","5,010,066.64","124,196.00","40.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","4,999,633.66","0.03","4,999,633.66","194,614.00","25.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","4,993,309.50","0.03","4,993,309.50","67,890.00","73.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","4,960,366.00","0.03","4,960,366.00","187,325.00","26.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","4,928,059.98","0.03","4,928,059.98","194,171.00","25.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","4,916,518.40","0.03","4,916,518.40","60,848.00","80.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","4,894,116.71","0.03","4,894,116.71","38,969.00","125.59","United States","NASDAQ","USD","1.00","USD","-"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","4,885,011.45","0.03","4,885,011.45","9,999.00","488.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","4,879,435.60","0.03","4,879,435.60","64,220.00","75.98","United States","NASDAQ","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","4,867,068.21","0.03","4,867,068.21","38,021.00","128.01","United States","NASDAQ","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","4,845,573.20","0.03","4,845,573.20","17,098.00","283.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","4,832,680.06","0.03","4,832,680.06","60,842.00","79.43","United States","NASDAQ","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","4,810,758.66","0.03","4,810,758.66","54,786.00","87.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","4,806,037.32","0.03","4,806,037.32","52,692.00","91.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","4,786,554.00","0.03","4,786,554.00","8,350.00","573.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","4,766,235.04","0.03","4,766,235.04","68,936.00","69.14","United States","NASDAQ","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","4,764,579.06","0.03","4,764,579.06","233,787.00","20.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSM","INSMED INC","Health Care","Equity","4,759,466.88","0.03","4,759,466.88","47,292.00","100.64","United States","NASDAQ","USD","1.00","USD","-"
"PSTG","PURE STORAGE INC CLASS A","Information Technology","Equity","4,706,358.88","0.03","4,706,358.88","81,736.00","57.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","4,685,486.40","0.03","4,685,486.40","56,588.00","82.80","United States","NASDAQ","USD","1.00","USD","-"
"USFD","US FOODS HOLDING CORP","Consumer Staples","Equity","4,684,518.30","0.03","4,684,518.30","60,830.00","77.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQH","EQUITABLE HOLDINGS INC","Financials","Equity","4,684,518.30","0.03","4,684,518.30","83,503.00","56.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TWLO","TWILIO INC CLASS A","Information Technology","Equity","4,658,152.52","0.03","4,658,152.52","37,457.00","124.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","4,657,033.55","0.03","4,657,033.55","89,335.00","52.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RDDT","REDDIT INC CLASS A","Communication","Equity","4,650,203.88","0.03","4,650,203.88","30,884.00","150.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","4,597,278.40","0.03","4,597,278.40","15,620.00","294.32","United States","NASDAQ","USD","1.00","USD","-"
"TW","TRADEWEB MARKETS INC CLASS A","Financials","Equity","4,583,198.40","0.03","4,583,198.40","31,306.00","146.40","United States","NASDAQ","USD","1.00","USD","-"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Equity","4,575,674.40","0.03","4,575,674.40","10,230.00","447.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","4,565,664.47","0.03","4,565,664.47","30,847.00","148.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRU","TRANSUNION","Industrials","Equity","4,537,984.00","0.03","4,537,984.00","51,568.00","88.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","4,499,382.48","0.03","4,499,382.48","43,828.00","102.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","4,490,653.40","0.03","4,490,653.40","14,306.00","313.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","4,485,863.80","0.03","4,485,863.80","23,804.00","188.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","4,461,175.25","0.03","4,461,175.25","36,775.00","121.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","4,451,370.60","0.03","4,451,370.60","26,890.00","165.54","United States","NASDAQ","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","4,393,219.44","0.03","4,393,219.44","135,426.00","32.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","4,387,111.08","0.03","4,387,111.08","20,892.00","209.99","United States","NASDAQ","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","4,361,905.35","0.03","4,361,905.35","33,183.00","131.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DT","DYNATRACE INC","Information Technology","Equity","4,335,199.62","0.03","4,335,199.62","78,522.00","55.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","4,325,002.11","0.03","4,325,002.11","43,263.00","99.97","United States","NASDAQ","USD","1.00","USD","-"
"SFM","SPROUTS FARMERS MARKET INC","Consumer Staples","Equity","4,311,427.68","0.03","4,311,427.68","26,187.00","164.64","United States","NASDAQ","USD","1.00","USD","-"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","4,307,490.46","0.03","4,307,490.46","34,054.00","126.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","4,279,036.18","0.03","4,279,036.18","13,751.00","311.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","4,272,378.60","0.03","4,272,378.60","145,319.00","29.40","United States","NASDAQ","USD","1.00","USD","-"
"THC","TENET HEALTHCARE CORP","Health Care","Equity","4,269,760.00","0.03","4,269,760.00","24,260.00","176.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","4,258,360.62","0.03","4,258,360.62","62,421.00","68.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","4,241,450.60","0.03","4,241,450.60","11,359.00","373.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MOH","MOLINA HEALTHCARE INC","Health Care","Equity","4,231,967.40","0.03","4,231,967.40","14,206.00","297.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","4,232,781.28","0.03","4,232,781.28","242,984.00","17.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","4,219,938.00","0.03","4,219,938.00","36,936.00","114.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","4,213,431.60","0.03","4,213,431.60","19,257.00","218.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","4,196,429.44","0.03","4,196,429.44","74,816.00","56.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","4,183,611.30","0.03","4,183,611.30","40,590.00","103.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","4,180,496.32","0.03","4,180,496.32","74,096.00","56.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","4,175,976.94","0.03","4,175,976.94","74,651.00","55.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOCU","DOCUSIGN INC","Information Technology","Equity","4,153,795.81","0.03","4,153,795.81","53,329.00","77.89","United States","NASDAQ","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","4,148,806.58","0.03","4,148,806.58","45,263.00","91.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","4,140,658.08","0.03","4,140,658.08","13,428.00","308.36","United States","NASDAQ","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","4,093,341.24","0.03","4,093,341.24","135,183.00","30.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","4,079,553.12","0.03","4,079,553.12","59,184.00","68.93","United States","NASDAQ","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","4,058,564.99","0.03","4,058,564.99","67,117.00","60.47","United States","NASDAQ","USD","1.00","USD","-"
"WSO","WATSCO INC","Industrials","Equity","4,050,538.64","0.03","4,050,538.64","9,172.00","441.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","4,037,052.00","0.03","4,037,052.00","43,881.00","92.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUOL","DUOLINGO INC CLASS A","Consumer Discretionary","Equity","4,026,396.40","0.03","4,026,396.40","9,820.00","410.02","United States","NASDAQ","USD","1.00","USD","-"
"ILMN","ILLUMINA INC","Health Care","Equity","4,009,700.66","0.03","4,009,700.66","42,026.00","95.41","United States","NASDAQ","USD","1.00","USD","-"
"ACM","AECOM","Industrials","Equity","3,995,131.14","0.03","3,995,131.14","35,399.00","112.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","3,989,504.86","0.03","3,989,504.86","68,951.00","57.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","3,936,975.23","0.02","3,936,975.23","32,789.00","120.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","3,933,244.48","0.02","3,933,244.48","16,907.00","232.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","3,900,347.28","0.02","3,900,347.28","59,858.00","65.16","United States","NASDAQ","USD","1.00","USD","-"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Equity","3,868,252.12","0.02","3,868,252.12","69,002.00","56.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","3,827,504.59","0.02","3,827,504.59","47,671.00","80.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","3,794,502.60","0.02","3,794,502.60","8,421.00","450.60","United States","NASDAQ","USD","1.00","USD","-"
"FTI","TECHNIPFMC PLC","Energy","Equity","3,789,639.84","0.02","3,789,639.84","110,036.00","34.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPO","XPO INC","Industrials","Equity","3,786,805.65","0.02","3,786,805.65","29,985.00","126.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","3,781,171.10","0.02","3,781,171.10","11,126.00","339.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GGG","GRACO INC","Industrials","Equity","3,777,865.68","0.02","3,777,865.68","43,944.00","85.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPM","RPM INTERNATIONAL INC","Materials","Equity","3,775,530.32","0.02","3,775,530.32","34,373.00","109.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","3,769,446.54","0.02","3,769,446.54","21,482.00","175.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","3,760,982.48","0.02","3,760,982.48","178,924.00","21.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WWD","WOODWARD INC","Industrials","Equity","3,757,474.79","0.02","3,757,474.79","15,331.00","245.09","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","3,750,832.96","0.02","3,750,832.96","41,713.00","89.92","United States","NASDAQ","USD","1.00","USD","-"
"BJ","BJS WHOLESALE CLUB HOLDINGS INC","Consumer Staples","Equity","3,751,082.21","0.02","3,751,082.21","34,787.00","107.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RPRX","ROYALTY PHARMA PLC CLASS A","Health Care","Equity","3,738,725.01","0.02","3,738,725.01","103,767.00","36.03","United States","NASDAQ","USD","1.00","USD","-"
"EWBC","EAST WEST BANCORP INC","Financials","Equity","3,737,572.74","0.02","3,737,572.74","37,013.00","100.98","United States","NASDAQ","USD","1.00","USD","-"
"RKLB","ROCKET LAB INC","Industrials","Equity","3,709,527.85","0.02","3,709,527.85","103,705.00","35.77","United States","NASDAQ","USD","1.00","USD","-"
"UNM","UNUM","Financials","Equity","3,702,442.20","0.02","3,702,442.20","45,845.00","80.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","3,691,867.01","0.02","3,691,867.01","84,851.00","43.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HEI","HEICO CORP","Industrials","Equity","3,688,032.00","0.02","3,688,032.00","11,244.00","328.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","3,678,829.68","0.02","3,678,829.68","51,698.00","71.16","United States","NASDAQ","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","3,679,083.54","0.02","3,679,083.54","51,141.00","71.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SGI","SOMNIGROUP INTERNATIONAL INC","Consumer Discretionary","Equity","3,644,417.75","0.02","3,644,417.75","53,555.00","68.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","3,625,405.19","0.02","3,625,405.19","40,639.00","89.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFGC","PERFORMANCE FOOD GROUP","Consumer Staples","Equity","3,626,681.14","0.02","3,626,681.14","41,462.00","87.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","3,625,012.64","0.02","3,625,012.64","56,324.00","64.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","3,610,616.78","0.02","3,610,616.78","57,881.00","62.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BWXT","BWX TECHNOLOGIES INC","Industrials","Equity","3,601,644.06","0.02","3,601,644.06","25,001.00","144.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UDR","UDR REIT INC","Real Estate","Equity","3,576,993.81","0.02","3,576,993.81","87,607.00","40.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","3,567,185.83","0.02","3,567,185.83","19,799.00","180.17","United States","NASDAQ","USD","1.00","USD","-"
"CG","CARLYLE GROUP INC","Financials","Equity","3,561,094.80","0.02","3,561,094.80","69,282.00","51.40","United States","NASDAQ","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","3,554,610.78","0.02","3,554,610.78","30,462.00","116.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAH","BOOZ ALLEN HAMILTON HOLDING CORP C","Industrials","Equity","3,542,606.73","0.02","3,542,606.73","34,021.00","104.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","3,505,957.33","0.02","3,505,957.33","19,969.00","175.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TLN","TALEN ENERGY CORP","Utilities","Equity","3,493,892.32","0.02","3,493,892.32","12,016.00","290.77","United States","NASDAQ","USD","1.00","USD","-"
"JNPR","JUNIPER NETWORKS INC","Information Technology","Equity","3,479,779.71","0.02","3,479,779.71","87,147.00","39.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RGA","REINSURANCE GROUP OF AMERICA INC","Financials","Equity","3,463,762.32","0.02","3,463,762.32","17,462.00","198.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","3,437,257.39","0.02","3,437,257.39","51,203.00","67.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALGN","ALIGN TECHNOLOGY INC","Health Care","Equity","3,437,854.14","0.02","3,437,854.14","18,158.00","189.33","United States","NASDAQ","USD","1.00","USD","-"
"ITT","ITT INC","Industrials","Equity","3,428,774.29","0.02","3,428,774.29","21,863.00","156.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","3,430,082.70","0.02","3,430,082.70","37,935.00","90.42","United States","NASDAQ","USD","1.00","USD","-"
"CRDO","CREDO TECHNOLOGY GROUP HOLDING LTD","Information Technology","Equity","3,422,959.71","0.02","3,422,959.71","36,969.00","92.59","United States","NASDAQ","USD","1.00","USD","-"
"UTHR","UNITED THERAPEUTICS CORP","Health Care","Equity","3,419,752.35","0.02","3,419,752.35","11,901.00","287.35","United States","NASDAQ","USD","1.00","USD","-"
"CRS","CARPENTER TECHNOLOGY CORP","Materials","Equity","3,412,740.24","0.02","3,412,740.24","12,348.00","276.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","3,411,133.47","0.02","3,411,133.47","47,889.00","71.23","United States","NASDAQ","USD","1.00","USD","-"
"QXO","QXO INC","Industrials","Equity","3,396,082.56","0.02","3,396,082.56","157,664.00","21.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
