Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"CRM","SALESFORCE INC","Information Technology","Equity","67,449,326.12","0.43","67,449,326.12","247,348.00","272.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","62,392,955.38","0.39","62,392,955.38","458,738.00","136.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","61,874,546.85","0.39","61,874,546.85","432,115.00","143.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","60,540,925.50","0.38","60,540,925.50","426,645.00","141.90","United States","NASDAQ","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","59,495,781.66","0.38","59,495,781.66","479,766.00","124.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","58,370,214.62","0.37","58,370,214.62","124,409.00","469.18","United States","NASDAQ","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","57,089,946.00","0.36","57,089,946.00","80,664.00","707.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","56,973,216.05","0.36","56,973,216.05","72,335.00","787.63","United States","NASDAQ","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","56,291,492.32","0.35","56,291,492.32","54,754.00","1,028.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","55,332,031.11","0.35","55,332,031.11","189,383.00","292.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","53,781,806.60","0.34","53,781,806.60","1,858,390.00","28.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","52,840,408.24","0.33","52,840,408.24","667,514.00","79.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","51,682,464.82","0.33","51,682,464.82","353,941.00","146.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","51,378,328.68","0.32","51,378,328.68","94,548.00","543.41","United States","NASDAQ","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","49,989,913.12","0.32","49,989,913.12","240,776.00","207.62","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","49,897,459.56","0.31","49,897,459.56","8,619.00","5,789.24","United States","NASDAQ","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","49,763,887.50","0.31","49,763,887.50","533,375.00","93.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","49,568,216.49","0.31","49,568,216.49","165,841.00","298.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","48,423,803.16","0.31","48,423,803.16","1,119,108.00","43.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","47,934,745.28","0.30","47,934,745.28","363,032.00","132.04","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","47,621,332.49","0.30","47,621,332.49","122,669.00","388.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","46,414,460.82","0.29","46,414,460.82","145,509.00","318.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","46,383,360.18","0.29","46,383,360.18","291,243.00","159.26","United States","NASDAQ","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","43,621,106.88","0.28","43,621,106.88","112,751.00","386.88","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","42,912,153.84","0.27","42,912,153.84","304,644.00","140.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","42,893,459.63","0.27","42,893,459.63","81,347.00","527.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","42,407,537.25","0.27","42,407,537.25","40,417.00","1,049.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","41,945,323.56","0.26","41,945,323.56","390,516.00","107.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","41,773,916.80","0.26","41,773,916.80","490,765.00","85.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","41,457,501.58","0.26","41,457,501.58","155,353.00","266.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","41,252,432.44","0.26","41,252,432.44","452,131.00","91.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","40,564,651.16","0.26","40,564,651.16","100,046.00","405.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","40,226,197.99","0.25","40,226,197.99","191,983.00","209.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","39,782,120.01","0.25","39,782,120.01","142,481.00","279.21","United States","NASDAQ","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","39,715,820.96","0.25","39,715,820.96","170,542.00","232.88","United States","NASDAQ","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","39,382,384.54","0.25","39,382,384.54","215,122.00","183.07","United States","NASDAQ","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","38,259,661.60","0.24","38,259,661.60","72,304.00","529.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","37,990,858.62","0.24","37,990,858.62","547,261.00","69.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","37,063,415.78","0.23","37,063,415.78","103,822.00","356.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","36,603,199.92","0.23","36,603,199.92","1,510,033.00","24.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","36,593,297.74","0.23","36,593,297.74","296,326.00","123.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","36,580,004.32","0.23","36,580,004.32","329,936.00","110.87","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","36,482,986.00","0.23","36,482,986.00","296,008.00","123.25","United States","NASDAQ","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","36,453,415.04","0.23","36,453,415.04","158,438.00","230.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","36,076,312.81","0.23","36,076,312.81","91,187.00","395.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","35,612,066.72","0.22","35,612,066.72","174,023.00","204.64","United States","NASDAQ","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","35,430,071.76","0.22","35,430,071.76","166,526.00","212.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","35,019,063.69","0.22","35,019,063.69","981,201.00","35.69","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","33,387,815.72","0.21","33,387,815.72","169,018.00","197.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","33,292,705.20","0.21","33,292,705.20","107,953.00","308.40","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","32,973,632.98","0.21","32,973,632.98","338,747.00","97.34","United States","NASDAQ","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","32,953,884.93","0.21","32,953,884.93","64,703.00","509.31","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","32,943,479.47","0.21","32,943,479.47","148,481.00","221.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","32,914,049.21","0.21","32,914,049.21","64,729.00","508.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","31,632,162.36","0.20","31,632,162.36","35,314.00","895.74","United States","NASDAQ","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","31,544,601.25","0.20","31,544,601.25","319,439.00","98.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","31,297,011.78","0.20","31,297,011.78","131,489.00","238.02","United States","NASDAQ","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","31,269,872.34","0.20","31,269,872.34","40,751.00","767.34","Sweden","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","30,331,476.00","0.19","30,331,476.00","68,130.00","445.20","United States","NASDAQ","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","30,095,385.88","0.19","30,095,385.88","335,362.00","89.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","29,615,135.80","0.19","29,615,135.80","339,740.00","87.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","29,004,459.48","0.18","29,004,459.48","193,906.00","149.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","28,729,514.64","0.18","28,729,514.64","131,401.00","218.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","28,665,060.60","0.18","28,665,060.60","120,310.00","238.26","United States","NASDAQ","USD","1.00","USD","-"
"CB","CHUBB LTD","Financials","Equity","28,564,653.68","0.18","28,564,653.68","98,594.00","289.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","28,033,144.62","0.18","28,033,144.62","274,002.00","102.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","27,699,016.31","0.17","27,699,016.31","150,973.00","183.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","27,564,136.60","0.17","27,564,136.60","300,820.00","91.63","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","27,443,832.38","0.17","27,443,832.38","124,169.00","221.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","26,781,979.28","0.17","26,781,979.28","82,978.00","322.76","United States","NASDAQ","USD","1.00","USD","-"
"MSTR","MICROSTRATEGY INC CLASS A","Information Technology","Equity","26,749,111.79","0.17","26,749,111.79","66,173.00","404.23","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","26,745,212.01","0.17","26,745,212.01","291,247.00","91.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","26,683,377.29","0.17","26,683,377.29","173,573.00","153.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","26,390,339.38","0.17","26,390,339.38","95,749.00","275.62","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","26,201,571.11","0.17","26,201,571.11","446,897.00","58.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","25,920,804.96","0.16","25,920,804.96","246,583.00","105.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","25,832,997.19","0.16","25,832,997.19","59,059.00","437.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","25,779,846.40","0.16","25,779,846.40","1,150,886.00","22.40","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","25,624,146.78","0.16","25,624,146.78","55,327.00","463.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","25,200,307.65","0.16","25,200,307.65","146,165.00","172.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","24,925,544.85","0.16","24,925,544.85","538,465.00","46.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","24,364,202.22","0.15","24,364,202.22","33,249.00","732.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","24,196,254.00","0.15","24,196,254.00","205,053.00","118.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","23,907,752.51","0.15","23,907,752.51","179,717.00","133.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","23,777,315.74","0.15","23,777,315.74","34,042.00","698.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","23,434,155.04","0.15","23,434,155.04","70,888.00","330.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","23,431,268.52","0.15","23,431,268.52","95,052.00","246.51","United States","NASDAQ","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","23,302,593.60","0.15","23,302,593.60","59,910.00","388.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","23,147,700.96","0.15","23,147,700.96","343,234.00","67.44","United States","NASDAQ","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","22,862,662.22","0.14","22,862,662.22","331,439.00","68.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","22,426,419.38","0.14","22,426,419.38","98,009.00","228.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","22,390,795.30","0.14","22,390,795.30","72,662.00","308.15","United States","NASDAQ","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","22,268,252.16","0.14","22,268,252.16","14,644.00","1,520.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","22,111,752.96","0.14","22,111,752.96","63,162.00","350.08","United States","NASDAQ","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","21,775,393.92","0.14","21,775,393.92","306,523.00","71.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","21,732,107.76","0.14","21,732,107.76","142,749.00","152.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","21,506,301.84","0.14","21,506,301.84","67,182.00","320.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","21,350,468.16","0.13","21,350,468.16","62,181.00","343.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","21,017,956.80","0.13","21,017,956.80","67,120.00","313.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","20,997,322.08","0.13","20,997,322.08","40,956.00","512.68","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","20,656,479.38","0.13","20,656,479.38","41,182.00","501.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","20,595,513.77","0.13","20,595,513.77","25,891.00","795.47","United States","NASDAQ","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","20,441,190.66","0.13","20,441,190.66","91,718.00","222.87","United States","NASDAQ","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","20,349,281.01","0.13","20,349,281.01","225,777.00","90.13","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"WMB","WILLIAMS INC","Energy","Equity","20,308,357.30","0.13","20,308,357.30","323,330.00","62.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","19,953,520.15","0.13","19,953,520.15","355,361.00","56.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","19,908,168.95","0.13","19,908,168.95","149,315.00","133.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","19,845,131.76","0.13","19,845,131.76","55,626.00","356.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","19,772,776.03","0.12","19,772,776.03","106,231.00","186.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","19,597,400.06","0.12","19,597,400.06","194,149.00","100.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","19,525,470.36","0.12","19,525,470.36","66,946.00","291.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","19,514,259.18","0.12","19,514,259.18","104,679.00","186.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","19,360,154.70","0.12","19,360,154.70","212,983.00","90.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","19,253,604.75","0.12","19,253,604.75","77,871.00","247.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","19,172,850.64","0.12","19,172,850.64","257,977.00","74.32","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","19,153,928.01","0.12","19,153,928.01","54,649.00","350.49","United States","NASDAQ","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","18,763,862.75","0.12","18,763,862.75","414,671.00","45.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC CLASS A","Information Technology","Equity","18,554,337.09","0.12","18,554,337.09","82,917.00","223.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","18,499,026.14","0.12","18,499,026.14","175,147.00","105.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","18,445,580.20","0.12","18,445,580.20","43,870.00","420.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","18,436,720.90","0.12","18,436,720.90","118,222.00","155.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","18,357,472.32","0.12","18,357,472.32","196,064.00","93.63","United States","NASDAQ","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","17,961,781.50","0.11","17,961,781.50","35,925.00","499.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","17,892,432.64","0.11","17,892,432.64","66,406.00","269.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","17,747,490.60","0.11","17,747,490.60","46,326.00","383.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTNT","FORTINET INC","Information Technology","Equity","17,710,214.40","0.11","17,710,214.40","167,520.00","105.72","United States","NASDAQ","USD","1.00","USD","-"
"MRVL","MARVELL TECHNOLOGY INC","Information Technology","Equity","17,642,943.00","0.11","17,642,943.00","227,945.00","77.40","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","17,499,780.27","0.11","17,499,780.27","146,307.00","119.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","17,482,631.05","0.11","17,482,631.05","90,205.00","193.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
