Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","63,550,528.08","0.38","63,550,528.08","246,779.00","257.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","63,438,617.27","0.37","63,438,617.27","80,759.00","785.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","61,142,485.24","0.36","61,142,485.24","460,549.00","132.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","59,262,489.09","0.35","59,262,489.09","247,639.00","239.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","58,881,888.30","0.35","58,881,888.30","124,890.00","471.47","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","57,494,382.01","0.34","57,494,382.01","189,569.00","303.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","56,358,856.26","0.33","56,358,856.26","355,397.00","158.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","55,344,162.39","0.33","55,344,162.39","480,293.00","115.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","54,569,608.87","0.32","54,569,608.87","1,860,539.00","29.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","54,355,032.45","0.32","54,355,032.45","670,305.00","81.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","54,118,242.03","0.32","54,118,242.03","122,809.00","440.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","52,241,709.15","0.31","52,241,709.15","534,005.00","97.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","51,243,773.82","0.30","51,243,773.82","54,982.00","932.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","50,884,801.55","0.30","50,884,801.55","363,385.00","140.03","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","49,445,237.12","0.29","49,445,237.12","491,308.00","100.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","49,004,896.32","0.29","49,004,896.32","1,120,368.00","43.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","48,143,226.56","0.28","48,143,226.56","100,144.00","480.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","47,857,643.24","0.28","47,857,643.24","291,566.00","164.14","United States","NASDAQ","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","47,811,612.80","0.28","47,811,612.80","146,195.00","327.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","47,692,973.57","0.28","47,692,973.57","306,097.00","155.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","47,314,339.80","0.28","47,314,339.80","72,646.00","651.30","United States","NASDAQ","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","47,243,861.29","0.28","47,243,861.29","8,629.00","5,475.01","United States","NASDAQ","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","47,107,441.38","0.28","47,107,441.38","296,609.00","158.82","United States","NASDAQ","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","45,272,527.18","0.27","45,272,527.18","40,462.00","1,118.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","44,900,430.15","0.27","44,900,430.15","72,665.00","617.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","44,072,914.38","0.26","44,072,914.38","81,422.00","541.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","42,948,447.18","0.25","42,948,447.18","241,786.00","177.63","United States","NASDAQ","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","41,478,218.08","0.24","41,478,218.08","192,904.00","215.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","41,398,065.70","0.24","41,398,065.70","296,654.00","139.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","41,261,858.00","0.24","41,261,858.00","94,964.00","434.50","United States","NASDAQ","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","41,192,258.39","0.24","41,192,258.39","452,513.00","91.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","40,872,579.72","0.24","40,872,579.72","339,276.00","120.47","United States","NASDAQ","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","40,211,445.40","0.24","40,211,445.40","148,645.00","270.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","39,816,515.13","0.24","39,816,515.13","112,881.00","352.73","United States","NASDAQ","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","39,303,829.32","0.23","39,303,829.32","165,972.00","236.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","39,101,675.72","0.23","39,101,675.72","143,185.00","273.08","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","38,995,198.80","0.23","38,995,198.80","274,305.00","142.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","38,848,561.22","0.23","38,848,561.22","392,489.00","98.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","38,583,715.74","0.23","38,583,715.74","103,946.00","371.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","38,257,552.61","0.23","38,257,552.61","547,867.00","69.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","38,214,502.00","0.23","38,214,502.00","63,290.00","603.80","United States","NASDAQ","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","38,098,959.25","0.22","38,098,959.25","155,525.00","244.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","38,068,158.72","0.22","38,068,158.72","319,793.00","119.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","37,412,961.97","0.22","37,412,961.97","166,717.00","224.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","37,373,747.94","0.22","37,373,747.94","215,361.00","173.54","United States","NASDAQ","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","36,769,490.50","0.22","36,769,490.50","331,675.00","110.86","United States","NASDAQ","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","36,129,749.50","0.21","36,129,749.50","1,511,705.00","23.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","36,007,899.30","0.21","36,007,899.30","170,694.00","210.95","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","35,667,400.80","0.21","35,667,400.80","194,140.00","183.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","35,084,501.70","0.21","35,084,501.70","174,255.00","201.34","United States","NASDAQ","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","35,019,621.21","0.21","35,019,621.21","35,353.00","990.57","United States","NASDAQ","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","34,545,846.12","0.20","34,545,846.12","91,726.00","376.62","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","34,251,336.00","0.20","34,251,336.00","158,571.00","216.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","32,219,714.73","0.19","32,219,714.73","169,159.00","190.47","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","32,204,126.14","0.19","32,204,126.14","341,906.00","94.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","32,132,103.50","0.19","32,132,103.50","131,635.00","244.10","United States","NASDAQ","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","31,728,853.02","0.19","31,728,853.02","335,613.00","94.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","31,711,976.71","0.19","31,711,976.71","982,099.00","32.29","United States","NASDAQ","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","31,199,594.37","0.18","31,199,594.37","108,073.00","288.69","United States","NASDAQ","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","30,372,228.70","0.18","30,372,228.70","64,801.00","468.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","29,308,803.02","0.17","29,308,803.02","1,159,826.00","25.27","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","28,995,475.52","0.17","28,995,475.52","447,392.00","64.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","28,891,102.10","0.17","28,891,102.10","41,035.00","704.06","Sweden","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","28,823,579.50","0.17","28,823,579.50","64,775.00","444.98","United States","NASDAQ","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","28,705,898.34","0.17","28,705,898.34","173,754.00","165.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","28,619,665.66","0.17","28,619,665.66","120,443.00","237.62","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","28,148,989.68","0.17","28,148,989.68","246,856.00","114.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CB","CHUBB LTD","Financials","Equity","26,849,190.06","0.16","26,849,190.06","98,703.00","272.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","26,824,456.61","0.16","26,824,456.61","83,071.00","322.91","United States","NASDAQ","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","26,794,243.52","0.16","26,794,243.52","293,282.00","91.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","26,692,708.80","0.16","26,692,708.80","68,205.00","391.36","United States","NASDAQ","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","26,271,636.16","0.16","26,271,636.16","55,388.00","474.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","26,058,284.80","0.15","26,058,284.80","152,032.00","171.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","25,980,314.72","0.15","25,980,314.72","179,944.00","144.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","25,892,396.01","0.15","25,892,396.01","131,547.00","196.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","25,695,761.85","0.15","25,695,761.85","34,077.00","754.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","25,557,276.03","0.15","25,557,276.03","302,919.00","84.37","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","25,387,685.42","0.15","25,387,685.42","72,742.00","349.01","United States","NASDAQ","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","25,137,828.10","0.15","25,137,828.10","542,465.00","46.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","25,034,855.13","0.15","25,034,855.13","95,157.00","263.09","United States","NASDAQ","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","24,906,004.65","0.15","24,906,004.65","95,855.00","259.83","United States","NASDAQ","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","24,849,782.75","0.15","24,849,782.75","206,651.00","120.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","24,381,104.88","0.14","24,381,104.88","331,806.00","73.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","24,206,302.11","0.14","24,206,302.11","124,307.00","194.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","23,820,985.53","0.14","23,820,985.53","226,027.00","105.39","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","23,649,008.76","0.14","23,649,008.76","59,124.00","399.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","23,329,785.78","0.14","23,329,785.78","295,239.00","79.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","23,082,176.70","0.14","23,082,176.70","33,286.00","693.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","23,034,533.82","0.14","23,034,533.82","196,239.00","117.38","United States","NASDAQ","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","22,364,945.50","0.13","22,364,945.50","142,907.00","156.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","22,324,210.50","0.13","22,324,210.50","306,862.00","72.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","22,198,372.14","0.13","22,198,372.14","66,246.00","335.09","United States","NASDAQ","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","21,875,328.00","0.13","21,875,328.00","67,020.00","326.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","21,821,049.20","0.13","21,821,049.20","61,781.00","353.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","21,616,309.80","0.13","21,616,309.80","67,194.00","321.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","21,544,597.80","0.13","21,544,597.80","343,614.00","62.70","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","21,124,965.68","0.12","21,124,965.68","44,302.00","476.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","21,057,507.30","0.12","21,057,507.30","104,795.00","200.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","20,983,339.04","0.12","20,983,339.04","98,108.00","213.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","20,943,824.00","0.12","20,943,824.00","41,228.00","508.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","20,922,368.49","0.12","20,922,368.49","49,117.00","425.97","United States","NASDAQ","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","20,879,201.07","0.12","20,879,201.07","70,967.00","294.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","20,833,206.24","0.12","20,833,206.24","35,959.00","579.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","20,412,260.88","0.12","20,412,260.88","77,957.00","261.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","20,299,522.08","0.12","20,299,522.08","149,437.00","135.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","20,240,996.16","0.12","20,240,996.16","179,872.00","112.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","20,199,715.20","0.12","20,199,715.20","25,920.00","779.31","United States","NASDAQ","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","20,153,759.01","0.12","20,153,759.01","191,049.00","105.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","20,088,140.70","0.12","20,088,140.70","415,130.00","48.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","19,936,183.54","0.12","19,936,183.54","106,349.00","187.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","19,856,670.16","0.12","19,856,670.16","55,688.00","356.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","19,602,433.76","0.12","19,602,433.76","67,256.00","291.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","19,423,714.50","0.11","19,423,714.50","146,318.00","132.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","19,287,404.40","0.11","19,287,404.40","149,480.00","129.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","18,912,576.15","0.11","18,912,576.15","90,305.00","209.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","18,769,654.12","0.11","18,769,654.12","14,644.00","1,281.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","18,757,719.60","0.11","18,757,719.60","323,688.00","57.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","18,754,473.36","0.11","18,754,473.36","175,341.00","106.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","18,712,009.90","0.11","18,712,009.90","4,430.00","4,223.93","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","18,592,560.00","0.11","18,592,560.00","59,976.00","310.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","18,532,410.00","0.11","18,532,410.00","46,360.00","399.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","18,298,807.80","0.11","18,298,807.80","91,820.00","199.29","United States","NASDAQ","USD","1.00","USD","-"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","18,028,105.20","0.11","18,028,105.20","82,230.00","219.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","17,997,407.55","0.11","17,997,407.55","56,505.00","318.51","United States","NASDAQ","USD","1.00","USD","-"
"COIN","COINBASE GLOBAL INC CLASS A","Financials","Equity","17,939,956.10","0.11","17,939,956.10","54,710.00","327.91","United States","NASDAQ","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","17,925,793.55","0.11","17,925,793.55","83,009.00","215.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","17,699,313.96","0.10","17,699,313.96","146,469.00","120.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","17,554,708.80","0.10","17,554,708.80","66,480.00","264.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
