Ticker,Name,Sector,Asset Class,Market Value,Weight,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BAC","BANK OF AMERICA CORP","Financials","Equity","92,533,421.72","0.56","92,533,421.72","1,823,678.00","50.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTR","PALANTIR TECHNOLOGIES INC CLASS A","Information Technology","Equity","90,850,428.56","0.55","90,850,428.56","579,736.00","156.71","United States","NASDAQ","USD","1.00","USD","-"
"CVX","CHEVRON CORP","Energy","Equity","81,878,537.40","0.49","81,878,537.40","509,829.00","160.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GE","GE AEROSPACE","Industrials","Equity","76,835,840.00","0.46","76,835,840.00","279,200.00","275.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNH","UNITEDHEALTH GROUP INC","Health Care","Equity","74,879,465.76","0.45","74,879,465.76","241,648.00","309.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSCO","CISCO SYSTEMS INC","Information Technology","Equity","73,012,101.12","0.44","73,012,101.12","1,056,768.00","69.09","United States","NASDAQ","USD","1.00","USD","-"
"KO","COCA-COLA","Consumer Staples","Equity","71,210,995.07","0.43","71,210,995.07","1,032,193.00","68.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WFC","WELLS FARGO","Financials","Equity","71,112,901.58","0.43","71,112,901.58","865,331.00","82.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMD","ADVANCED MICRO DEVICES INC","Information Technology","Equity","69,552,297.36","0.42","69,552,297.36","427,672.00","162.63","United States","NASDAQ","USD","1.00","USD","-"
"PM","PHILIP MORRIS INTERNATIONAL INC","Consumer Staples","Equity","69,080,177.16","0.42","69,080,177.16","413,332.00","167.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRM","SALESFORCE INC","Information Technology","Equity","63,565,118.75","0.38","63,565,118.75","248,059.00","256.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ABT","ABBOTT LABORATORIES","Health Care","Equity","61,028,906.40","0.37","61,028,906.40","460,040.00","132.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GS","GOLDMAN SACHS GROUP INC","Financials","Equity","60,280,291.50","0.36","60,280,291.50","80,886.00","745.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IBM","INTERNATIONAL BUSINESS MACHINES CO","Information Technology","Equity","60,183,666.79","0.36","60,183,666.79","247,171.00","243.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LIN","LINDE PLC","Materials","Equity","59,667,634.08","0.36","59,667,634.08","124,752.00","478.29","United States","NASDAQ","USD","1.00","USD","-"
"MCD","MCDONALDS CORP","Consumer Discretionary","Equity","59,544,694.94","0.36","59,544,694.94","189,911.00","313.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DIS","WALT DISNEY","Communication","Equity","56,966,113.32","0.34","56,966,113.32","481,214.00","118.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MRK","MERCK & CO INC","Health Care","Equity","56,323,723.68","0.34","56,323,723.68","669,564.00","84.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RTX","RTX CORP","Industrials","Equity","56,303,634.40","0.34","56,303,634.40","355,004.00","158.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"T","AT&T INC","Communication","Equity","54,601,656.46","0.33","54,601,656.46","1,864,174.00","29.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PEP","PEPSICO INC","Consumer Staples","Equity","54,131,789.40","0.33","54,131,789.40","364,156.00","148.65","United States","NASDAQ","USD","1.00","USD","-"
"CAT","CATERPILLAR INC","Industrials","Equity","51,403,217.76","0.31","51,403,217.76","122,669.00","419.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOW","SERVICENOW INC","Information Technology","Equity","50,387,820.66","0.30","50,387,820.66","54,921.00","917.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UBER","UBER TECHNOLOGIES INC","Industrials","Equity","50,172,187.50","0.30","50,172,187.50","535,170.00","93.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VZ","VERIZON COMMUNICATIONS INC","Communication","Equity","49,498,146.84","0.30","49,498,146.84","1,119,108.00","44.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TMO","THERMO FISHER SCIENTIFIC INC","Health Care","Equity","49,461,697.20","0.30","49,461,697.20","100,385.00","492.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXN","TEXAS INSTRUMENT INC","Information Technology","Equity","48,902,767.12","0.29","48,902,767.12","241,519.00","202.48","United States","NASDAQ","USD","1.00","USD","-"
"INTU","INTUIT INC","Information Technology","Equity","48,401,522.00","0.29","48,401,522.00","72,566.00","667.00","United States","NASDAQ","USD","1.00","USD","-"
"AXP","AMERICAN EXPRESS","Financials","Equity","48,377,812.24","0.29","48,377,812.24","146,033.00","331.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKNG","BOOKING HOLDINGS INC","Consumer Discretionary","Equity","48,258,211.95","0.29","48,258,211.95","8,619.00","5,599.05","United States","NASDAQ","USD","1.00","USD","-"
"C","CITIGROUP INC","Financials","Equity","47,393,176.05","0.29","47,393,176.05","490,765.00","96.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QCOM","QUALCOMM INC","Information Technology","Equity","46,811,487.39","0.28","46,811,487.39","291,243.00","160.73","United States","NASDAQ","USD","1.00","USD","-"
"MS","MORGAN STANLEY","Financials","Equity","46,010,463.84","0.28","46,010,463.84","305,758.00","150.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLK","BLACKROCK INC","Financials","Equity","45,555,617.38","0.27","45,555,617.38","40,417.00","1,127.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BA","BOEING","Industrials","Equity","45,220,723.88","0.27","45,220,723.88","192,691.00","234.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ISRG","INTUITIVE SURGICAL INC","Health Care","Equity","44,896,290.41","0.27","44,896,290.41","94,859.00","473.30","United States","NASDAQ","USD","1.00","USD","-"
"SPGI","S&P GLOBAL INC","Financials","Equity","44,775,738.48","0.27","44,775,738.48","81,642.00","548.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GEV","GE VERNOVA INC","Industrials","Equity","44,492,427.45","0.27","44,492,427.45","72,585.00","612.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SCHW","CHARLES SCHWAB CORP","Financials","Equity","43,493,342.08","0.26","43,493,342.08","453,812.00","95.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACN","ACCENTURE PLC CLASS A","Information Technology","Equity","43,113,684.77","0.26","43,113,684.77","165,841.00","259.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","41,361,802.50","0.25","41,361,802.50","392,055.00","105.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMGN","AMGEN INC","Health Care","Equity","41,150,298.17","0.25","41,150,298.17","143,027.00","287.71","United States","NASDAQ","USD","1.00","USD","-"
"TJX","TJX INC","Consumer Discretionary","Equity","40,481,094.86","0.24","40,481,094.86","296,326.00","136.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADBE","ADOBE INC","Information Technology","Equity","40,391,994.60","0.24","40,391,994.60","113,238.00","356.70","United States","NASDAQ","USD","1.00","USD","-"
"NEE","NEXTERA ENERGY INC","Utilities","Equity","39,430,155.05","0.24","39,430,155.05","547,261.00","72.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PGR","PROGRESSIVE CORP","Financials","Equity","38,381,512.18","0.23","38,381,512.18","155,353.00","247.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LOW","LOWES COMPANIES INC","Consumer Discretionary","Equity","38,317,006.86","0.23","38,317,006.86","148,481.00","258.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COF","CAPITAL ONE FINANCIAL CORP","Financials","Equity","38,010,724.92","0.23","38,010,724.92","167,286.00","227.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HON","HONEYWELL INTERNATIONAL INC","Industrials","Equity","37,600,569.50","0.23","37,600,569.50","171,301.00","219.50","United States","NASDAQ","USD","1.00","USD","-"
"GILD","GILEAD SCIENCES INC","Health Care","Equity","37,427,864.76","0.23","37,427,864.76","331,308.00","112.97","United States","NASDAQ","USD","1.00","USD","-"
"ANET","ARISTA NETWORKS INC","Information Technology","Equity","37,414,973.10","0.23","37,414,973.10","274,002.00","136.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFE","PFIZER INC","Health Care","Equity","37,388,417.08","0.23","37,388,417.08","1,510,033.00","24.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ETN","EATON PLC","Industrials","Equity","36,412,508.88","0.22","36,412,508.88","104,292.00","349.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","35,862,941.25","0.22","35,862,941.25","91,625.00","391.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UNP","UNION PACIFIC CORP","Industrials","Equity","35,587,872.60","0.21","35,587,872.60","159,180.00","223.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MU","MICRON TECHNOLOGY INC","Information Technology","Equity","35,396,668.26","0.21","35,396,668.26","297,426.00","119.01","United States","NASDAQ","USD","1.00","USD","-"
"DHR","DANAHER CORP","Health Care","Equity","34,787,284.76","0.21","34,787,284.76","169,018.00","205.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APH","AMPHENOL CORP CLASS A","Information Technology","Equity","34,774,129.54","0.21","34,774,129.54","319,439.00","108.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMAT","APPLIED MATERIAL INC","Information Technology","Equity","34,744,576.52","0.21","34,744,576.52","216,127.00","160.76","United States","NASDAQ","USD","1.00","USD","-"
"LRCX","LAM RESEARCH CORP","Information Technology","Equity","34,085,151.15","0.21","34,085,151.15","340,341.00","100.15","United States","NASDAQ","USD","1.00","USD","-"
"BX","BLACKSTONE INC","Financials","Equity","33,397,975.60","0.20","33,397,975.60","194,854.00","171.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COP","CONOCOPHILLIPS","Energy","Equity","33,359,224.08","0.20","33,359,224.08","337,064.00","98.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","33,331,397.97","0.20","33,331,397.97","981,201.00","33.97","United States","NASDAQ","USD","1.00","USD","-"
"PANW","PALO ALTO NETWORKS INC","Information Technology","Equity","33,325,758.40","0.20","33,325,758.40","174,920.00","190.52","United States","NASDAQ","USD","1.00","USD","-"
"ADI","ANALOG DEVICES INC","Information Technology","Equity","33,044,500.59","0.20","33,044,500.59","131,489.00","251.31","United States","NASDAQ","USD","1.00","USD","-"
"ADP","AUTOMATIC DATA PROCESSING INC","Industrials","Equity","32,823,109.65","0.20","32,823,109.65","107,953.00","304.05","United States","NASDAQ","USD","1.00","USD","-"
"MDT","MEDTRONIC PLC","Health Care","Equity","31,697,213.68","0.19","31,697,213.68","341,528.00","92.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DE","DEERE","Industrials","Equity","30,981,888.56","0.19","30,981,888.56","64,729.00","478.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KLAC","KLA CORP","Information Technology","Equity","30,793,808.00","0.19","30,793,808.00","35,314.00","872.00","United States","NASDAQ","USD","1.00","USD","-"
"APP","APPLOVIN CORP CLASS A","Information Technology","Equity","30,397,165.26","0.18","30,397,165.26","63,514.00","478.59","United States","NASDAQ","USD","1.00","USD","-"
"TMUS","T MOBILE US INC","Communication","Equity","30,316,916.90","0.18","30,316,916.90","120,310.00","251.99","United States","NASDAQ","USD","1.00","USD","-"
"MO","ALTRIA GROUP INC","Consumer Staples","Equity","30,035,947.37","0.18","30,035,947.37","446,897.00","67.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","29,610,501.76","0.18","29,610,501.76","49,063.00","603.52","United States","NASDAQ","USD","1.00","USD","-"
"WELL","WELLTOWER INC","Real Estate","Equity","29,208,864.44","0.18","29,208,864.44","173,573.00","168.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INTC","INTEL CORPORATION CORP","Information Technology","Equity","28,210,522.05","0.17","28,210,522.05","1,158,543.00","24.35","United States","NASDAQ","USD","1.00","USD","-"
"PLD","PROLOGIS REIT INC","Real Estate","Equity","28,056,213.74","0.17","28,056,213.74","246,583.00","113.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","27,950,261.20","0.17","27,950,261.20","40,990.00","681.88","Sweden","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRWD","CROWDSTRIKE HOLDINGS INC CLASS A","Information Technology","Equity","27,414,661.10","0.17","27,414,661.10","64,703.00","423.70","United States","NASDAQ","USD","1.00","USD","-"
"CB","CHUBB LTD","Financials","Equity","27,120,251.58","0.16","27,120,251.58","98,594.00","275.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","27,043,639.81","0.16","27,043,639.81","131,401.00","205.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SO","SOUTHERN","Utilities","Equity","27,040,023.40","0.16","27,040,023.40","292,958.00","92.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","26,819,182.40","0.16","26,819,182.40","151,864.00","176.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRTX","VERTEX PHARMACEUTICALS INC","Health Care","Equity","26,807,158.14","0.16","26,807,158.14","68,557.00","391.02","United States","NASDAQ","USD","1.00","USD","-"
"SBUX","STARBUCKS CORP","Consumer Discretionary","Equity","26,684,882.96","0.16","26,684,882.96","302,584.00","88.19","United States","NASDAQ","USD","1.00","USD","-"
"PH","PARKER-HANNIFIN CORP","Industrials","Equity","26,016,090.35","0.16","26,016,090.35","34,261.00","759.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","25,716,330.00","0.16","25,716,330.00","83,500.00","307.98","United States","NASDAQ","USD","1.00","USD","-"
"BMY","BRISTOL MYERS SQUIBB","Health Care","Equity","25,565,190.70","0.15","25,565,190.70","541,865.00","47.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CME","CME GROUP INC CLASS A","Financials","Equity","25,518,065.99","0.15","25,518,065.99","95,749.00","266.51","United States","NASDAQ","USD","1.00","USD","-"
"CDNS","CADENCE DESIGN SYSTEMS INC","Information Technology","Equity","25,462,944.66","0.15","25,462,944.66","72,662.00","350.43","United States","NASDAQ","USD","1.00","USD","-"
"AMT","AMERICAN TOWER REIT CORP","Real Estate","Equity","25,311,850.65","0.15","25,311,850.65","124,169.00","203.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DUK","DUKE ENERGY CORP","Utilities","Equity","25,284,630.78","0.15","25,284,630.78","206,422.00","122.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LMT","LOCKHEED MARTIN CORP","Industrials","Equity","25,208,641.01","0.15","25,208,641.01","55,327.00","455.63","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","25,068,724.33","0.15","25,068,724.33","179,717.00","139.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TT","TRANE TECHNOLOGIES PLC","Industrials","Equity","24,544,920.40","0.15","24,544,920.40","59,059.00","415.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","24,379,326.40","0.15","24,379,326.40","67,120.00","363.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CVS","CVS HEALTH CORP","Health Care","Equity","24,244,762.85","0.15","24,244,762.85","331,439.00","73.15","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","23,715,684.51","0.14","23,715,684.51","306,523.00","77.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","23,408,559.36","0.14","23,408,559.36","225,777.00","103.68","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","23,311,503.00","0.14","23,311,503.00","95,052.00","245.25","United States","NASDAQ","USD","1.00","USD","-"
"MCK","MCKESSON CORP","Health Care","Equity","22,830,093.36","0.14","22,830,093.36","33,249.00","686.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHW","SHERWIN WILLIAMS","Materials","Equity","22,747,675.23","0.14","22,747,675.23","62,181.00","365.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMM","3M","Industrials","Equity","22,201,751.97","0.13","22,201,751.97","142,749.00","155.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","22,188,257.51","0.13","22,188,257.51","98,009.00","226.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSTR","STRATEGY INC CLASS A","Information Technology","Equity","22,128,912.93","0.13","22,128,912.93","66,173.00","334.41","United States","NASDAQ","USD","1.00","USD","-"
"NEM","NEWMONT","Materials","Equity","21,941,452.80","0.13","21,941,452.80","294,912.00","74.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","21,728,663.22","0.13","21,728,663.22","66,946.00","324.57","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PNC","PNC FINANCIAL SERVICES GROUP INC","Financials","Equity","21,714,611.76","0.13","21,714,611.76","104,679.00","207.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CI","CIGNA","Health Care","Equity","21,328,072.56","0.13","21,328,072.56","70,888.00","300.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","21,197,187.00","0.13","21,197,187.00","35,925.00","590.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","21,088,296.96","0.13","21,088,296.96","343,234.00","61.44","United States","NASDAQ","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","20,992,936.32","0.13","20,992,936.32","41,182.00","509.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","20,907,772.38","0.13","20,907,772.38","44,253.00","472.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","20,648,867.68","0.12","20,648,867.68","14,761.00","1,398.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","20,608,560.15","0.12","20,608,560.15","77,871.00","264.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AON","AON PLC CLASS A","Financials","Equity","20,414,742.00","0.12","20,414,742.00","55,626.00","367.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","20,396,537.92","0.12","20,396,537.92","196,064.00","104.03","United States","NASDAQ","USD","1.00","USD","-"
"FI","FISERV INC","Financials","Equity","20,369,113.80","0.12","20,369,113.80","147,410.00","138.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQIX","EQUINIX REIT INC","Real Estate","Equity","20,355,245.29","0.12","20,355,245.29","25,891.00","786.19","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","20,339,350.50","0.12","20,339,350.50","67,182.00","302.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","20,294,065.35","0.12","20,294,065.35","179,673.00","112.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"USB","US BANCORP","Financials","Equity","20,248,384.93","0.12","20,248,384.93","414,671.00","48.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","20,152,492.80","0.12","20,152,492.80","190,838.00","105.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","19,788,971.22","0.12","19,788,971.22","82,917.00","238.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","19,709,580.00","0.12","19,709,580.00","149,315.00","132.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","19,263,531.54","0.12","19,263,531.54","91,718.00","210.03","United States","NASDAQ","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","19,090,321.50","0.12","19,090,321.50","59,910.00","318.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","18,721,462.83","0.11","18,721,462.83","175,147.00","106.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","18,713,850.96","0.11","18,713,850.96","46,326.00","403.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WMB","WILLIAMS INC","Energy","Equity","18,714,340.40","0.11","18,714,340.40","323,330.00","57.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","18,597,798.48","0.11","18,597,798.48","149,272.00","124.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","18,578,495.25","0.11","18,578,495.25","4,425.00","4,198.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HWM","HOWMET AEROSPACE INC","Industrials","Equity","18,494,817.10","0.11","18,494,817.10","106,231.00","174.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZTS","ZOETIS INC CLASS A","Health Care","Equity","18,489,920.80","0.11","18,489,920.80","118,222.00","156.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","18,397,118.24","0.11","18,397,118.24","66,406.00","277.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","18,272,632.89","0.11","18,272,632.89","260,331.00","70.19","United States","NASDAQ","USD","1.00","USD","-"
"EOG","EOG RESOURCES INC","Energy","Equity","18,262,039.74","0.11","18,262,039.74","146,307.00","124.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","17,905,480.81","0.11","17,905,480.81","212,983.00","84.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","17,762,297.40","0.11","17,762,297.40","56,442.00","314.70","United States","NASDAQ","USD","1.00","USD","-"
